lane,laneClass,humanTrace,guestLikeCount,guestCommentCount,botCommentCount,currentlyGoogleNoindex,recommendedAction,rationale,source,boardType,hasSlug,bodyLen,jobExpiresAt,bannedSeo,bannedBrandCopy,bannedSourceTitle,duplicateTitle,publishedAt,id
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2672자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2672,,,,,false,2026-05-23,cmphvt8sm0002lj2yqkqftclf
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2671자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2671,,,,,false,2026-06-20,cmqlwdmd10002t22ygu13msq9
B,PRESERVE_CANDIDATE,false,0,0,4,false,PRESERVE,매거진 장문 2662자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2662,,,,,false,2026-06-04,cmpyx46uu0002ak2ytat1ze5t
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2656자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2656,,,,,false,2026-04-01,cmnfrok4h0003yv38m48or7bj
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2652자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2652,,,,,false,2026-04-02,cmngxeq430003yf38kq81e9ur
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2644자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2644,,,,,false,2026-06-05,cmq0cund00007pt2yv85srxjx
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2642자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2642,,,,,false,2026-06-20,cmqlwvjox0006t22yk22qj0zj
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2635자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2635,,,,,false,2026-05-19,cmpc1rfhm00059s2ypsb4cxnz
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2624자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2624,,,,,false,2026-07-25,cmrzsg3uu0004212yoi69lx76
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2615자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2615,,,,,false,2026-07-18,cmrpsiaz70008gv2yuoad9f3m
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2612자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2612,,,,,false,2026-08-03,cmscneob60004ep2ylfrxfxcd
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2606자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2606,,,,,false,2026-06-26,cmqugy3pp0002dp2ycfzhct6w
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2606자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2606,,,,,false,2026-05-21,cmpewlyuf0002a82y75018uph
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2605자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2605,,,,,false,2026-06-09,cmq66gy190002r02yd3wfd787
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2601자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2601,,,,,false,2026-07-06,cmr8n2j4d0002rr2yfv2e5m0t
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2592자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2592,,,,,false,2026-04-01,cmnfinmw30005zb38dil7bms4
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2572자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2572,,,,,false,2026-06-11,cmq91vbpn00072p2yzbojtsbq
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2571자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2571,,,,,false,2026-05-15,cmp6p397m0008a02y49nbfj7f
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2558자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2558,,,,,false,2026-06-25,cmqsxarbb0002vy2ya9x353i6
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2555자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2555,,,,,false,2026-06-23,cmqq6njs30002cb2y1ndnt5v4
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2555자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2555,,,,,false,2026-06-25,cmqt1hzgp0002ty2y1efk4402
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2550자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2550,,,,,false,2026-06-15,cmqemtvjq0002th2y0i6khjgl
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2544자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2544,,,,,false,2026-06-23,cmqq2gilp0002h22yb2q8goel
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2541자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2541,,,,,false,2026-06-01,cmpumhpq10002ri2ywwp0aijb
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2538자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2538,,,,,false,2026-04-02,cmnh6ojex0001yh380gekyg3q
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2537자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2537,,,,,false,2026-07-16,cmrmxhcsn0004q22yzp6v6tzu
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2533자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2533,,,,,false,2026-07-22,cmrvi34jj0004832ysj4oyfa5
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2532자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2532,,,,,false,2026-07-15,cmrlmkmlr0006t92yyl0ik7er
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2531자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2531,,,,,false,2026-08-19,cmszidhuu0004s82ytaeqq4vw
B,PRESERVE_CANDIDATE,false,0,0,3,false,PRESERVE,매거진 장문 2521자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2521,,,,,false,2026-05-27,cmpnlkjq40002eb2yegknyo9i
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2517자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2517,,,,,false,2026-08-14,cmssd7pss00048b2y4u09s0me
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2511자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2511,,,,,false,2026-08-12,cmspid1k60004k82yk3yftgqc
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2482자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2482,,,,,false,2026-05-18,cmpaqmu4h0005gl2y34rl9yvh
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2480자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2480,,,,,false,2026-07-20,cmrsn7u7j0004vx2yqlwzqaqc
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2470자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2470,,,,,false,2026-05-21,cmpf0xgqv0002jo2ytqpmw3dt
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2448자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2448,,,,,false,2026-04-02,cmnhdshxz0003ye38ablrnnnr
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2434자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2434,,,,,false,2026-07-18,cmrpsb5yu0004gv2y2os9iet3
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2407자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2407,,,,,false,2026-05-16,cmp7w1vbr0005eb2yl5m4n1lr
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2394자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2394,,,,,false,2026-05-16,cmp7plpgh0004ik2y2s8kklin
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2385자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2385,,,,,false,2026-04-01,cmnfyt6vk0001yr38zzkapw1y
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2379자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2379,,,,,false,2026-05-21,cmpewoitl0004a82y9mjyl0sq
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2359자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2359,,,,,false,2026-05-16,cmp7vuhm80002eb2y1536uuel
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2346자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2346,,,,,false,2026-04-02,cmngxcjvl0001yf38wptsgaes
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2342자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2342,,,,,false,2026-07-09,cmrcxe9vm0002v52y8g8ytizw
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2333자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2333,,,,,false,2026-05-18,cmpamchyn0004qh2ydlk1zpn0
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2331자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2331,,,,,false,2026-05-19,cmpc1q61700029s2yj6h74h3f
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2326자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2326,,,,,false,2026-05-18,cmpaqll240002gl2yd91k6wvs
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2326자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2326,,,,,false,2026-05-16,cmp7w7yn80007eb2yp25d3y1v
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2320자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2320,,,,,false,2026-07-01,cmr1m6za50002vg2yq67uu7p1
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2312자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2312,,,,,false,2026-07-03,cmr4h47690002ob2y4jeyg3jr
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2310자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2310,,,,,false,2026-05-19,cmpc1sny500079s2yv8spf0gs
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2270자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2270,,,,,false,2026-04-02,cmnh6r5800004yh38badal9nm
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2255자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2255,,,,,false,2026-06-22,cmqomv3vy0002782ygpp6x62p
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2229자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2229,,,,,false,2026-04-01,cmnfyv7b20003yr38m9hwub1w
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2222자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,2222,,,,,false,2026-04-01,cmnfrm4ue0001yv38ug5gfg7u
B,PRESERVE_CANDIDATE,false,0,0,3,false,PRESERVE,매거진 장문 2132자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2132,,,,,false,2026-05-04,cmorqlr210002j42urg46rdja
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2123자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2123,,,,,false,2026-06-28,cmqxbvj2v00026h2y99svn9ha
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2110자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2110,,,,,false,2026-05-31,cmpt71sx40002ay2yv9svv746
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 2101자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2101,,,,,false,2026-05-04,cmorqrg1s0005j42u74jujm7r
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2088자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2088,,,,,false,2026-06-21,cmqn7hkvo0002yo2yatla2bcw
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2084자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2084,,,,,false,2026-06-14,cmqd7eh1o0002w22yi77jxlsf
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2062자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2062,,,,,false,2026-06-06,cmq220pvr0002d52ygx7it4lf
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2040자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2040,,,,,false,2026-05-10,cmozpv5dy0002lu2y4x1lvuyr
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2039자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2039,,,,,false,2026-07-12,cmrh843640008q52yqbwegv8t
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2034자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2034,,,,,false,2026-07-26,cms1c5u840003rh2y6kd53ptn
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2013자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2013,,,,,false,2026-05-11,cmp1ufx4l0005f22yfyzb8y21
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 2013자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,2013,,,,,false,2026-07-19,cmrr83fgp000b462ypjeo23cm
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1988자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1988,,,,,false,2026-07-12,cmrh7wlge0005q52y04lh5k60
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1987자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1987,,,,,false,2026-07-26,cms17uims0004a32y4ssluuzf
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1980자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1980,,,,,false,2026-06-21,cmqn7vy8b0007yo2yg1breqx7
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1964자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1964,,,,,false,2026-05-04,cmorqx77n0007j42u1sajigqg
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1950자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1950,,,,,false,2026-05-11,cmp1u9dkq0002f22y3o93hg4u
B,PRESERVE_CANDIDATE,false,0,0,3,false,PRESERVE,매거진 장문 1942자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1942,,,,,false,2026-05-11,cmp1uo31f0008f22yfpof679u
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1934자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1934,,,,,false,2026-06-14,cmqd7lc9q0004w22yw8dku8fs
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1919자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1919,,,,,false,2026-05-31,cmptbc4on00056d2yxj7v7kry
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1898자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1898,,,,,false,2026-08-02,cmsb7ws2e0004cn2yf1xuczu9
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1892자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1892,,,,,false,2026-08-09,cmsl7zz6a0004g52yg5t9kqmm
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1887자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1887,,,,,false,2026-04-24,cmocoqsms0005gi3fifpaq844
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1873자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1873,,,,,false,2026-05-24,cmpjb93rm00044w2ybklm7mzp
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1873자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1873,,,,,false,2026-05-24,cmpjb7svw00024w2y8dehifmz
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1854자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1854,,,,,false,2026-05-10,cmozq3vkt0005lu2y5w5jb4x6
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1828자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1828,,,,,false,2026-06-06,cmq225h0t0004d52y3i97i1ey
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1816자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1816,,,,,false,2026-05-10,cmozqadee0007lu2y710bplnn
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1789자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1789,,,,,false,2026-05-24,cmpjbab8o00074w2yyz711015
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1781자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1781,,,,,false,2026-07-05,cmr7bxd5w0002m22yanpxwh6z
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1780자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1780,,,,,false,2026-07-19,cmrr7wqkv0008462y8ifw5kjt
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1747자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1747,,,,,false,2026-07-19,cmrr7qlr20004462yypuu9821
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1742자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1742,,,,,false,2026-07-05,cmr77meqw0002rf2ylqznq01e
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1740자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1740,,,,,false,2026-04-28,cmoif2uob0002oo2uhyphxbom
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1734자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1734,,,,,false,2026-07-12,cmrh7pq570003q52yuupojp3j
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1732자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1732,,,,,false,2026-06-28,cmqx7k4bu0002882ynad17y5p
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1731자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1731,,,,,false,2026-05-31,cmptbasgn00026d2yp18dfggc
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1729자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1729,,,,,false,2026-05-04,cmora4eo90004hx2uhisodlry
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1714자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1714,,,,,false,2026-04-24,cmocopdk00002gi3fjhdeh470
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1668자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1668,,,,,false,2026-04-21,cmo8e2so30004i63foacwa12y
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1652자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1652,,,,,false,2026-05-24,cmpj6ytko0002412y3ebj98g8
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1640자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1640,,,,,false,2026-05-04,cmor9yfx80002hx2uls9hmccs
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1620자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1620,,,,,false,2026-05-31,cmptbdamo00076d2ycszdreni
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1618자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1618,,,,,false,2026-06-07,cmq379ptl0002yy2yq3upe2g0
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1617자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1617,,,,,false,2026-06-21,cmqn7p4zt0005yo2ykznwq9w5
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1587자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1587,,,,,false,2026-04-22,cmo9td40v0004g93frz8b32xh
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1586자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1586,,,,,false,2026-04-21,cmo8e1ali0001i63fim2f5n02
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1530자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1530,,,,,false,2026-05-17,cmp96ucth00025u2yfje9pgd1
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1525자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1525,,,,,false,2026-05-04,cmoraa1jz0006hx2u38zo8ym6
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1495자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,1495,,,,,false,2026-03-28,cmna0q7q00000wn38itg3xstt
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1490자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,1490,,,,,false,2026-03-27,cmn8k8kzt0001yp38f165o2ib
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1469자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1469,,,,,false,2026-05-17,cmp9b4mua0002jy2yt0f9er3e
B,PRESERVE_CANDIDATE,false,0,0,1,false,PRESERVE,매거진 장문 1369자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1369,,,,,false,2026-05-09,cmoy06cou0005n42y3aaa5mf6
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1367자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1367,,,,,false,2026-04-22,cmo9tbpxl0001g93fa6edfrnn
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1354자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1354,,,,,false,2026-04-12,cmnvnraok0001i90j7tn9ebqg
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1346자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1346,,,,,false,2026-04-12,cmnvh2ipx0004i30jhuwr6gki
B,PRESERVE_CANDIDATE,false,0,0,3,false,PRESERVE,매거진 장문 1341자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1341,,,,,false,2026-04-11,cmnts3tww0003ht0jaelvqm4l
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1339자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1339,,,,,false,2026-04-19,cmo5hgh0k0001g73fakby31y2
B,PRESERVE_CANDIDATE,false,0,0,1,false,PRESERVE,매거진 장문 1320자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1320,,,,,false,2026-05-09,cmoy05oy900021r2yg5v818hs
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1315자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,false,1315,,,,,false,2026-03-28,cmna0qz3e0002wn389x1a9ac2
B,PRESERVE_CANDIDATE,false,0,0,0,false,PRESERVE,매거진 장문 1313자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1313,,,,,false,2026-05-09,cmoy077lc0008n42yr6x7vukc
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1307자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1307,,,,,false,2026-04-12,cmnvh1d5t0001i30j8xv74hmv
B,PRESERVE_CANDIDATE,false,0,0,1,false,PRESERVE,매거진 장문 1297자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1297,,,,,false,2026-05-09,cmoy0f2jm00051r2yzhghrnng
B,PRESERVE_CANDIDATE,false,0,0,2,false,PRESERVE,매거진 장문 1284자 — 재수집 시 남는 검색 자산 후보,BOT,MAGAZINE,true,1284,,,,,false,2026-04-08,cmnpyvhh10001iizf8098c0gu
