verdict,reason,source,boardType,authorReal,bodyLen,viewCount,realTraffic30d,realComment,realLike,guestLike,report,anyComment,bannedSeo,bannedBody,bannedSlug,duplicateTitle,publishedAt,slug,title,id
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2859,1622,0,0,0,0,0,0,,,,false,2026-07-30,50대-남자-친구-만들어도-돼요,"50대 남자, 친구 만들어도 돼요",cms71y7u40003ao2yils0t8aj
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2858,1498,0,0,0,0,0,0,,,,false,2026-08-17,통영남해-남도-해안길의-매력,"통영·남해, 남도 해안길의 매력",cmswni3p10004402yjktc1xot
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2858,1370,0,0,0,0,0,0,,,,false,2026-07-30,흰머리-염색약-이렇게-고르세요,"흰머리 염색약, 이렇게 고르세요",cms6xm3yb0004uy2yoms9uyh2
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2856,1358,0,0,0,0,0,0,,,,false,2026-07-03,50대-커뮤니티-추천-나이대-맞는-곳-어디-있을까,"커뮤니티, 나이대가 맞아야 편해요",cmr4cs7lg00021q2y10htkbjt
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2855,1120,0,0,0,0,0,0,,,,false,2026-08-22,당뇨-있을-때-피해야-할-음식,당뇨 있을 때 피해야 할 음식,cmt3spvus0004zr2ym45f19ye
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2852,1603,0,0,0,0,0,0,,,,false,2026-06-16,잘-자야-잘-산다-수면-루틴,"잘 자야 잘 산다, 수면 루틴",cmqg2pl6s0007eu2ykza39v6a
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2852,1478,0,0,0,0,0,0,,,,false,2026-07-01,50대-여성-밤에-식은땀-나는-이유-3가지와-골다공증-검사-주기,"50대 여성, 밤에 식은땀 나는 이유",cmr1i0oxi0002ak2ycsdb5aad
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2844,1836,0,0,0,0,0,0,,,,false,2026-07-29,돈-싸움-부부를-갈라놓나요,"돈 싸움, 부부를 갈라놓나요",cms5mfd0g0003qz2yiv7t18vl
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2840,651,0,0,0,0,0,0,,,,false,2026-07-16,폭락장-50대-돈-관리-핵심,"폭락장, 50대 돈 관리 핵심",cmrmxqf440008q22y3q9zzs66
REVIEW,본문 금지 표현(어르신) — SEO 노출면은 아니다. 문구 정정 후보,BOT,MAGAZINE,false,2833,2227,0,0,0,0,0,0,,어르신,,false,2026-08-05,국민연금-늦게-받으면-얼마나-더-받나요,"국민연금, 늦게 받으면 얼마나 더 받나요",cmsfmiani00031m2ya40tztj9
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2830,1011,0,0,0,0,0,0,,,,false,2026-07-14,폭락장에서-내-돈-지키는-법,폭락장에서 내 돈 지키는 법,cmrk2w3x900051y2yc4b5eu0x
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2828,1021,0,0,0,0,0,0,,,,false,2026-06-18,갱년기-몸과-마음-사용설명서,갱년기 몸과 마음 사용설명서,cmqj1f9ul0002il2yn7utvefz
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2825,1954,0,0,0,0,0,0,,,,false,2026-06-11,퇴직-D100-설레야-하는데-왜-무서울까,"퇴직 D-100, 설레야 하는데 왜 무서울까?",cmq91c4jj00022p2yjnm9iz5n
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2821,1613,0,0,0,0,0,0,,,,false,2026-06-10,은퇴-준비-1년으론-부족해요,"은퇴 준비, 1년으론 부족해요",cmq7lvi1x0002u32yj0hehhev
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2817,2011,0,0,0,0,0,0,,,,false,2026-07-17,하락장-50대-돈-지키는-법,"하락장, 50대 돈 지키는 법",cmrohavfd0004a62ylwvcnms5
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2815,1245,0,0,0,0,0,0,,,,false,2026-07-09,갱년기-나이-여자-증상-8가지와-대처법-완벽-정리,"갱년기 나이, 여자라면 꼭 알아야 할 것",cmrd1oyee0002r12yo4vc0xtm
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2813,1096,0,0,0,0,0,0,,,,false,2026-07-14,취업-못-한-내-아이-어디까지-도와줘야-할까,"취업 못 한 내 아이, 어디까지 도와줘야 할까",cmrk3652700071y2yvwienzc8
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2807,687,0,0,0,0,0,0,,,,false,2026-07-16,40년-싸워도-함께인-이유,40년 싸워도 함께인 이유,cmrmxxkzd000bq22y9fdfktis
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2806,1636,0,0,0,0,0,0,,,,false,2026-08-15,갱년기-우울감-혼자-이겨내는-법,"갱년기 우울감, 혼자 이겨내는 법",cmstsodyw0004oi2ylxef9cbv
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2795,853,0,0,0,0,0,0,,,,false,2026-07-14,퇴직금-IRP-세금-얼마나-아낄까,"퇴직금 IRP, 세금 얼마나 아낄까",cmrk2mne600031y2yfuy2om1r
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2793,896,0,0,0,0,0,0,,,,false,2026-07-04,50대-여성-부부-친밀감-회복-갱년기-이후-관계-변화-대처법-5가지,"50대 여성, 부부 친밀감 되찾는 법",cmr5s7obq0002f02y64ou2yq8
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2789,2415,0,0,0,0,0,0,,,,false,2026-07-17,손절할까-홀딩할까,"손절할까, 홀딩할까",cmrod0dnd00058q2ymk8capyz
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2787,936,0,0,0,0,0,2,,,,false,2026-05-16,퇴직금-IRP-지금-정리해요,"퇴직금 IRP, 지금 정리해요",cmp7pekds0002ik2ygd5vntpk
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2784,2556,0,0,0,0,0,0,,,,false,2026-06-11,갱년기-몸무게-급변-내-몸에-무슨-일,"갱년기 몸무게 급변, 내 몸에 무슨 일?",cmq91kn8v00042p2y3zt5u6ue
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2781,1728,0,0,0,0,0,0,,,,false,2026-08-07,중년에-새-친구-이렇게-사귀어요,"중년에 새 친구, 이렇게 사귀어요",cmsid5k2p0004lb2ykb54p3xz
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2778,1226,0,0,0,0,0,0,,,,false,2026-07-13,은퇴-후-첫-3개월-이-혼란-정상이에요,"은퇴 후 첫 3개월, 이 혼란 정상이에요",cmriribig0002wx2yfr6yt6co
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2778,1473,0,0,0,0,0,0,,,,false,2026-07-07,갱년기-부부-관계-변화-황혼이혼-생각-전에-꼭-읽어보세요,"갱년기, 부부 사이 왜 멀어질까요",cmra2k1nk0002nr2ym1n6o73w
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2776,2268,0,0,0,0,0,0,,,,false,2026-06-29,갱년기-질건조증-치료제-종류-4가지-어떻게-선택할까,"갱년기 질건조증 치료제, 뭐가 맞을까",cmqyn3jmr0002nv2yjj1ijjwi
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2767,918,0,0,0,0,0,0,,,,false,2026-07-11,밥-짓는-삶-잠깐-내려놔도-돼요,"밥 짓는 삶, 잠깐 내려놔도 돼요",cmrfsu7vv0008cg2ybwt3of0m
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2767,615,0,0,0,0,0,2,,,,false,2026-04-01,,"병원 다녀도 낫지 않는 그 통증, 혹시 이런 신호 아닐까요? — 부위별 셀프 체크리스트",cmnfil7i10001zb38mq26pnuo
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2759,1865,0,0,0,0,0,0,,,,false,2026-06-30,퇴직금-IRP-해지-방법-완벽-정리-세금-절차-주의사항,"퇴직금 IRP 해지, 손해 없이 하려면",cmr02ignt0002uy2yl5bmrumq
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2757,1704,0,0,0,0,0,0,,,,false,2026-07-31,혼밥-1인분으로-줄이는-법,"혼밥, 1인분으로 줄이는 법",cms8d1hp30004bd2yjeqcsg2q
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2749,2238,0,0,0,0,0,0,,,,false,2026-08-11,관절에-좋은-콜라겐-음식-5가지,관절에 좋은 콜라겐 음식 5가지,cmso2tmsa0004ke2y50f0d3es
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2745,2760,0,0,0,0,0,4,,,,false,2026-06-02,계좌가-수익률을-바꾼다,계좌가 수익률을 바꾼다,cmpw1w9f300022q2yqjxthv8i
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2742,1981,0,0,0,0,0,0,,,,false,2026-07-28,연금저축-세액공제-안-받으면-얼마나-손해일까요,연금저축 세액공제 안 받으면 얼마나 손해일까요,cms42qba20004p62y6h93wh0t
REVIEW,본문 금지 표현(노인) — SEO 노출면은 아니다. 문구 정정 후보,BOT,MAGAZINE,false,2739,1201,0,0,0,0,0,0,,노인,,false,2026-07-08,중장년-취업-자격증-추천-5가지-비용-지원-받는-법-완벽-정리,"중장년 자격증, 지금 따도 될까요",cmrbhyyxh0002302y2d75xdgz
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2738,2168,0,0,0,0,0,0,,,,false,2026-08-01,중년-혼자-등산-이렇게-시작해요,"중년 혼자 등산, 이렇게 시작해요",cms9sgtke0004k12ysxhvjis6
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2738,844,0,0,0,0,0,0,,,,false,2026-07-10,빈-둥지-증후군-증상-5가지와-자녀-독립-후-허전함-극복법,"빈 둥지 증후군, 증상과 극복법",cmrecvgqi0002c92y3mzyys54
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2720,2087,0,0,0,0,0,0,,,,false,2026-07-23,퇴직-후-건강보험-이렇게-하세요,"퇴직 후 건강보험, 이렇게 하세요",cmrwxj5c900042c2yip97n8d1
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2715,3075,0,0,0,0,0,0,,,,false,2026-06-08,거실을-내-취미실로-바꾸는-법,거실을 내 취미실로 바꾸는 법,cmq4mr7gy00027p2yi7fsajuo
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2701,1845,0,0,0,0,0,0,,,,false,2026-08-06,남편-퇴직-후-나는-왜-이렇게-지쳐갈까,"남편 퇴직 후, 나는 왜 이렇게 지쳐갈까",cmsgxnhud00040g2y1ur8kzt2
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2698,1208,0,0,0,0,0,0,,,,false,2026-06-18,50대-외로움-이렇게-채웁니다,"50대 외로움, 이렇게 채웁니다",cmqj1xxqn0007il2y8s1b5h5g
REVIEW,실제 SEO 노출면(title/description) 금지 표현(노인) — 삭제가 아니라 문구 정정 대상,BOT,MAGAZINE,false,2689,2197,0,0,0,0,0,0,노인,노인|시니어,노인,false,2026-07-23,노인일자리사업-나도-신청할-수-있을까요,"노인일자리사업, 나도 신청할 수 있을까요",cmrx1tbv80003q62yqzmo6u8n
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2686,1714,0,0,0,0,0,0,,,,false,2026-06-26,50대-자격증-뭐가-유리할까,"50대 자격증, 뭐가 유리할까",cmquco26c00027u2y7zwk6zah
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2672,965,0,0,0,0,0,0,,,,false,2026-05-23,지금-당장-예약하세요,지금 당장 예약하세요,cmphvt8sm0002lj2yqkqftclf
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2671,1114,0,0,0,0,0,0,,,,false,2026-06-20,IRPETF-왕초보-생존-가이드,"IRP·ETF, 왕초보 생존 가이드",cmqlwdmd10002t22ygu13msq9
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2662,3201,0,0,0,0,0,4,,,,false,2026-06-04,갱년기-몸이-보내는-신호-읽기,"갱년기, 몸이 보내는 신호 읽기",cmpyx46uu0002ak2ytat1ze5t
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2656,702,0,0,0,0,0,2,,,,false,2026-04-01,,"호르몬 치료, 시작하길 잘했어요 — 2년 차 솔직 후기",cmnfrok4h0003yv38m48or7bj
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2652,668,0,0,0,0,0,2,,,,false,2026-04-02,,"50대 면역력, 지금이 골든타임이에요 — 대상포진·장염·감기 예방 생활 습관 총정리",cmngxeq430003yf38kq81e9ur
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2644,3762,0,0,0,0,0,0,,,,false,2026-06-05,주책이-아니라-나다움입니다,주책이 아니라 나다움입니다,cmq0cund00007pt2yv85srxjx
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2642,1332,0,0,0,0,0,0,,,,false,2026-06-20,내-몸이-보내는-신호-4가지,내 몸이 보내는 신호 4가지,cmqlwvjox0006t22yk22qj0zj
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2635,1229,0,0,0,0,0,0,,,,false,2026-05-19,팔까-말까-그-망설임의-정체,"팔까 말까, 그 망설임의 정체",cmpc1rfhm00059s2ypsb4cxnz
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2624,1891,0,0,0,0,0,0,,,,false,2026-07-25,중년에-친구-만들기-어렵지-않아요,"중년에 친구 만들기, 어렵지 않아요",cmrzsg3uu0004212yoi69lx76
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2615,995,0,0,0,0,0,0,,,,false,2026-07-18,비-오는-날-우리가-발견한-것들,"비 오는 날, 우리가 발견한 것들",cmrpsiaz70008gv2yuoad9f3m
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2612,2627,0,0,0,0,0,0,,,,false,2026-08-03,인공관절-꼭-해야-할까요,"인공관절, 꼭 해야 할까요",cmscneob60004ep2ylfrxfxcd
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2606,1820,0,0,0,0,0,0,,,,false,2026-06-26,60대-갱년기-언제-끝나나요,"60대 갱년기, 언제 끝나나요",cmqugy3pp0002dp2ycfzhct6w
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2606,1040,0,0,0,0,0,0,,,,false,2026-05-21,은퇴-첫-해-이것만-챙기세요,"은퇴 첫 해, 이것만 챙기세요",cmpewlyuf0002a82y75018uph
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2605,2060,0,0,0,0,0,0,,,,false,2026-06-09,50대-건강검진-이건-꼭-받으세요,"50대 건강검진, 이건 꼭 받으세요",cmq66gy190002r02yd3wfd787
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2601,1164,0,0,0,0,0,0,,,,false,2026-07-06,자녀-독립-후-허전함-빈-둥지-증후군-극복법-5가지,"자녀 독립 후 허전함, 빈둥지 증후군",cmr8n2j4d0002rr2yfv2e5m0t
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2592,598,0,0,0,0,0,2,,,,false,2026-04-01,,"갱년기, 숨기지 말고 이야기합시다 — 호르몬 치료 2년차의 솔직한 고백",cmnfinmw30005zb38dil7bms4
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2572,2575,0,0,0,0,0,0,,,,false,2026-06-11,주식-멘탈-50대가-살아남는-법,"주식 멘탈, 50대가 살아남는 법",cmq91vbpn00072p2yzbojtsbq
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2571,844,0,0,0,0,0,2,,,,false,2026-05-15,혼자인-시간-나를-채우다,"혼자인 시간, 나를 채우다",cmp6p397m0008a02y49nbfj7f
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2558,1481,0,0,0,0,0,0,,,,false,2026-06-25,국민연금-조기수령-득일까-실일까,"국민연금 조기수령, 득일까 실일까",cmqsxarbb0002vy2ya9x353i6
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2555,1694,0,0,0,0,0,0,,,,false,2026-06-23,자녀-떠난-집-내-마음-돌보기,"자녀 떠난 집, 내 마음 돌보기",cmqq6njs30002cb2y1ndnt5v4
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2555,1583,0,0,0,0,0,0,,,,false,2026-06-25,갱년기-질건조증-참지-마세요,"갱년기 질건조증, 참지 마세요",cmqt1hzgp0002ty2y1efk4402
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2550,2149,0,0,0,0,0,0,,,,false,2026-06-15,주방-정리-이렇게-하니-편해요,"주방 정리, 이렇게 하니 편해요",cmqemtvjq0002th2y0i6khjgl
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2544,1734,0,0,0,0,0,0,,,,false,2026-06-23,갱년기-다이어트-이렇게-달라요,"갱년기 다이어트, 이렇게 달라요",cmqq2gilp0002h22yb2q8goel
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2541,2785,0,0,0,0,0,2,,,,false,2026-06-01,빈방-활용-아이디어-5가지,빈방 활용 아이디어 5가지,cmpumhpq10002ri2ywwp0aijb
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2538,1033,0,0,0,0,0,2,,,,false,2026-04-02,,국가검진 말고 뭘 더 받아야 할까? 50대 건강검진 완전정복,cmnh6ojex0001yh380gekyg3q
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2537,533,0,0,0,0,0,0,,,,false,2026-07-16,빈-둥지-증후군-이렇게-넘겨요,"빈 둥지 증후군, 이렇게 넘겨요",cmrmxhcsn0004q22yzp6v6tzu
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2533,1825,0,0,0,0,0,0,,,,false,2026-07-22,50대-살빼는-법-지금부터가-진짜,"50대 살빼는 법, 지금부터가 진짜",cmrvi34jj0004832ysj4oyfa5
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2532,989,0,0,0,0,0,0,,,,false,2026-07-15,혼자여도-괜찮아-연결이-답이에요,"혼자여도 괜찮아, 연결이 답이에요",cmrlmkmlr0006t92yyl0ik7er
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2531,1549,0,0,0,0,0,0,,,,false,2026-08-19,자격증-비용-나라가-대줘요,"자격증 비용, 나라가 대줘요",cmszidhuu0004s82ytaeqq4vw
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2521,1059,0,0,0,0,0,3,,,,false,2026-05-27,혈압-낮추는-식습관-3가지,혈압 낮추는 식습관 3가지,cmpnlkjq40002eb2yegknyo9i
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2517,1736,0,0,0,0,0,0,,,,false,2026-08-14,갱년기-두근거림-심장-이상일까요,"갱년기 두근거림, 심장 이상일까요?",cmssd7pss00048b2y4u09s0me
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2511,1821,0,0,0,0,0,0,,,,false,2026-08-12,동네-독서모임-이렇게-시작해요,"동네 독서모임, 이렇게 시작해요",cmspid1k60004k82yk3yftgqc
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2482,1044,0,0,0,0,0,0,,,,false,2026-05-18,같이-살아도-각자가-필요해,같이 살아도 각자가 필요해,cmpaqmu4h0005gl2y34rl9yvh
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2480,1581,0,0,0,0,0,0,,,,false,2026-07-20,관절염-예방-무리-없이-운동하는-법,"관절염 예방, 무리 없이 운동하는 법",cmrsn7u7j0004vx2yqlwzqaqc
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2470,1121,0,0,0,0,0,0,,,,false,2026-05-21,갱년기-언제-끝나요,"갱년기, 언제 끝나요?",cmpf0xgqv0002jo2ytqpmw3dt
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2448,1068,0,0,0,0,0,0,,,,false,2026-04-02,,"자비 검진, 뭘 더 받아야 할까요? — 내 몸에 꼭 맞는 추가 검진 완전 가이드",cmnhdshxz0003ye38ablrnnnr
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2434,892,0,0,0,0,0,0,,,,false,2026-07-18,주방-기름때-베이킹소다로-싹,"주방 기름때, 베이킹소다로 싹",cmrpsb5yu0004gv2y2os9iet3
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2407,1024,0,0,0,0,0,2,,,,false,2026-05-16,60세-투자-아직-늦지-않았어요,"60세 투자, 아직 늦지 않았어요",cmp7w1vbr0005eb2yl5m4n1lr
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2394,842,0,0,0,0,0,2,,,,false,2026-05-16,혼자가-좋아진-나-괜찮을까요,"혼자가 좋아진 나, 괜찮을까요?",cmp7plpgh0004ik2y2s8kklin
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2385,758,0,0,0,0,0,0,,,,false,2026-04-01,,"그냥 피곤한 거 아니에요 — 턱관절·승모근·갱년기, 50대 몸의 신호 제대로 읽기",cmnfyt6vk0001yr38zzkapw1y
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2379,1099,0,0,0,0,0,0,,,,false,2026-05-21,혼자서도-잘-논다,혼자서도 잘 논다,cmpewoitl0004a82y9mjyl0sq
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2359,846,0,0,0,0,0,2,,,,false,2026-05-16,밤마다-깨는-건-갱년기-때문일까요,밤마다 깨는 건 갱년기 때문일까요?,cmp7vuhm80002eb2y1536uuel
REVIEW,본문 금지 표현(노인) — SEO 노출면은 아니다. 문구 정정 후보,BOT,MAGAZINE,false,2346,544,0,0,0,0,0,2,,노인,,false,2026-04-02,,"""그냥 나이 드는 거겠지"" — 갱년기 몸의 신호, 절대 그냥 넘기지 마세요",cmngxcjvl0001yf38wptsgaes
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2342,1142,0,0,0,0,0,0,,,,false,2026-07-09,50대-남자-패션-스타일링-5가지-지금-바로-적용-가능,"50대 남편 패션, 이렇게 챙겨요",cmrcxe9vm0002v52y8g8ytizw
REVIEW,non-USER(BOT)·실반응 0·실조회 0 — 정책 결정 필요(자동 판정 불가),BOT,MAGAZINE,false,2333,971,0,0,0,0,0,0,,,,false,2026-05-18,황혼-동거-각자의-공간이-필요해요,"황혼 동거, 각자의 공간이 필요해요",cmpamchyn0004qh2ydlk1zpn0
