id,boardType,source,targetField,bannedTerms,bannedIn,currentSeoTitle,proposedSeoTitle,currentSeoDescription,proposedSeoDescription,sourceTitleUnchanged,sourceTitleHasBanned,jobOfficialTitlePreserved,factTokensLost,manualTuned,needsHumanReview,reviewReason,residualAfterRewrite
cmq9mcd3d0000ki0i6rxeameq,JOB,BOT,seoDescription,시니어,seoDescription,[경기 성남시] 화학·위생용품 생산직 | 우나어 일자리,(변경 없음),"월 260만원대 안정적 급여, 성남 근무 성남시 생산직 채용 경기도 중장년 제조업 취업 50대 화학제품 공장 일자리 위생용품 생산직 시니어 모집 ","월 260만원대 안정적 급여, 성남 근무 성남시 생산직 채용 경기도 중장년 제조업 취업 50대 화학제품 공장 일자리 위생용품 생산직 중장년 모집 ",true,,true,,false,false,,
cmsshaxui0004mj4s1qoh0krn,JOB,BOT,seoDescription,어르신,seoDescription,[서울 강서구] 요양보호사 | 우나어 일자리,(변경 없음),"시급 1만원, 어르신 곁에서 보람 있는 일 강서구 요양보호사 구인 50대 재가복지 취업 수호천사재가복지센터 채용 중장년 요양보호사 일자리 ","시급 1만원, 돌봄 현장에서 보람 있는 일 강서구 요양보호사 구인 50대 재가복지 취업 수호천사재가복지센터 채용 중장년 요양보호사 일자리 ",true,,true,,false,false,,
cms5wko1z0004je4see0xjaoj,JOB,BOT,seoDescription,시니어|어르신,seoDescription,[서울 영등포구] 재가요양보호사 | 우나어 일자리,(변경 없음),"시급 1만3천원, 어르신 1:1 돌봄 전담 영등포구 요양보호사 구인 50대 여성 시니어 일자리 어르신 돌봄 재취업 홈케어 요양보호사 채용 ","시급 1만3천원, 1:1 돌봄 전담 영등포구 요양보호사 구인 50대 여성 중장년 일자리 돌봄 재취업 홈케어 요양보호사 채용 ",true,,true,,false,false,,
cmr5whll30002te2yj218bb55,MAGAZINE,BOT,seoTitle|seoDescription,노인,seoTitle|seoDescription,60대 여자 일자리 찾는 법 — 파트타임·노인일자리사업 완벽 정리,60대 여자 일자리 찾는 법 — 파트타임·만 60세 이상 공공일자리 사업 완벽 정리,"60대 여성 일자리, 어디서부터 시작해야 할지 막막하신가요? 노인일자리사업 신청 자격부터 파트타임 구직 방법까지, 지금 바로 써먹을 수 있는 정보만 모았어요.","60대 여성 일자리, 어디서부터 시작해야 할지 막막하신가요? 만 60세 이상 공공일자리 사업 신청 자격부터 파트타임 구직 방법까지, 지금 바로 써먹을 수 있는 정보만 모았어요.",true,,false,,false,true,제도·기관 공식 표기(노인일자리사업) 대체 — 검색 노출 영향 확인 필요,
cmq7qksbb0000hx0i509osh0t,JOB,BOT,seoDescription,시니어|어르신|노인,seoDescription,[서울 강남구] 재가 요양보호사 | 우나어 일자리,(변경 없음),"대치동 인근, 시급 1만원 독거 어르신 돌봄 강남구 요양보호사 구인 대치동 독거노인 돌봄 일자리 시니어케어 50대 취업 한티역 근처 간병인 채용 ","대치동 인근, 시급 1만원 1인 가구 이용자 돌봄 강남구 요양보호사 구인 대치동 독거 가구 돌봄 일자리 방문케어 50대 취업 한티역 근처 간병인 채용 ",true,,true,,true,true,"회사 고유명에 금지 표현 포함(시니어) — 회사명 인용인지 일반 키워드인지 확인 필요. **회사명 자체는 변경하지 않는다** / 제도·기관 공식 표기(시니어케어) 대체 — 검색 노출 영향 확인 필요 / 기계 치환 결과가 어색해 **수동 교정**: ""1인 가구 …"" 가 두 번 반복돼 뒤쪽을 ""독거 가구 돌봄""으로 바꿨다(`독거`는 금지 표현이 아니다)",
cms05ha5s0004et4swhuvlnmf,JOB,BOT,seoDescription,어르신|노인,seoDescription,[서울 관악구] 재가 요양보호사 | 우나어 일자리,(변경 없음),"어르신 1:1 돌봄, 시급 1만원 안정 수입 관악구 요양보호사 구인 서울 노인돌봄 일자리 50대 여성 요양보호사 취업 재가요양 요양보호사 모집 ","1:1 방문 돌봄, 시급 1만원 안정 수입 관악구 요양보호사 구인 서울 방문돌봄 일자리 50대 여성 요양보호사 취업 재가요양 요양보호사 모집 ",true,,true,,false,true,회사 고유명에 금지 표현 포함(노인) — 회사명 인용인지 일반 키워드인지 확인 필요. **회사명 자체는 변경하지 않는다**,
cmsk31cma0004j54s36t1cecq,JOB,BOT,seoDescription,어르신,seoDescription,[서울 영등포구] 재가요양보호사 | 우나어 일자리,(변경 없음),"시급 1만원, 여성 어르신 1:1 돌봄 재가요양보호사 구인 영등포 요양보호사 일자리 50대 여성 요양보호사 취업 재가복지센터 요양보호사 모집 ","시급 1만원, 여성 이용자 1:1 돌봄 재가요양보호사 구인 영등포 요양보호사 일자리 50대 여성 요양보호사 취업 재가복지센터 요양보호사 모집 ",true,,true,,false,false,,
cmo5h7twx0000hr3f5aztf5m4,JOB,BOT,seoDescription,어르신,seoTitle|seoDescription|원문title,[부산 사하구] 4등급 79세 여자어르신 주 | 우나어 일자리,(변경 없음),"시급 1.3만원, 안정적인 근무 부산 사하구 요양보호사 구인 괴정동 재가요양 일자리 50대 여성 요양보호사 채용 주6일 어르신돌봄 파트타임 ","시급 1.3만원, 안정적인 근무 부산 사하구 요양보호사 구인 괴정동 재가요양 일자리 50대 여성 요양보호사 채용 주6일 방문돌봄 파트타임 ",true,어르신,true,,false,false,,
cmrw2tjhw0004js1mbkmygcmn,JOB,BOT,seoDescription,시니어,seoDescription,[충남 논산시] 주간보호센터 사무원 | 우나어 일자리,(변경 없음),"월 216~240만원, 안정적인 사무 업무 논산 사무원 구인 충남 시니어 사무직 취업 논산 주간보호센터 직원 모집 50대 사무보조 일자리 야간없음","월 216~240만원, 안정적인 사무 업무 논산 사무원 구인 충남 중장년 사무직 취업 논산 주간보호센터 직원 모집 50대 사무보조 일자리 야간없음",true,,true,,false,false,,
cmqjf339w0000l10ip4ugxql6,JOB,BOT,seoDescription,어르신,seoTitle|seoDescription|원문title,[서울 영등포구] 신풍역 4등급 여자 어르신  | 우나어 일자리,(변경 없음),"시급 1만원, 안정적인 근무 신풍역 요양보호사 구인 영등포구 여성 요양보호사 채용 50대 요양보호사 일자리 서울 어르신 요양보호사 취업 ","시급 1만원, 안정적인 근무 신풍역 요양보호사 구인 영등포구 여성 요양보호사 채용 50대 요양보호사 일자리 서울 방문요양 요양보호사 취업 ",true,어르신,true,,false,false,,
cmsolt8fw0004j54shbtg97bn,JOB,BOT,seoDescription,노인,seoDescription,[서울 송파구] 헬리오시티 4등급 여자 어르 | 우나어 일자리,(변경 없음),"시급 1만원, 안정적인 근무 송파구 요양보호사 구인 헬리오시티 재가요양 일자리 50대 여성 요양보호사 취업 서울 재가노인복지 요양보호사 ","시급 1만원, 안정적인 근무 송파구 요양보호사 구인 헬리오시티 재가요양 일자리 50대 여성 요양보호사 취업 서울 재가복지 요양보호사 ",true,,true,,false,true,회사 고유명에 금지 표현 포함(노인) — 회사명 인용인지 일반 키워드인지 확인 필요. **회사명 자체는 변경하지 않는다**,
cmrx1tbv80003q62yqzmo6u8n,MAGAZINE,BOT,seoTitle|seoDescription,노인,seoTitle|seoDescription|원문title,노인일자리사업 신청 자격·나이·방법 완벽 정리,정부 공공일자리 사업 신청 자격·나이·방법 완벽 정리,노인일자리사업 신청 자격은 만 60세 이상이면 누구나 가능해요. 유형별 조건과 신청 방법을 50·60대 눈높이에 맞게 정리했어요. 지금 바로 확인하세요.,정부 공공일자리 사업 신청 자격은 만 60세 이상이면 누구나 가능해요. 유형별 조건과 신청 방법을 50·60대 눈높이에 맞게 정리했어요. 지금 바로 확인하세요.,true,노인,false,,true,true,"제도·기관 공식 표기(노인일자리사업) 대체 — 검색 노출 영향 확인 필요 / 기계 치환 결과가 어색해 **수동 교정**: 같은 중복 회피. 제도 설명이 이어지므로 ""정부 공공일자리 사업""으로 통일했다",
